,id,tags,title
813,1924,"mild-mannered clark kent works as a reporter at the daily planet alongside his crush, lois lane − who's in love with superman. clark must summon his superhero alter ego when the nefarious lex luthor launches a plan to take over the world. savingtheworld journalist dccomics crimefighter nuclearmissile galaxy superhero basedoncomicbook criminal sabotage northpole midwest kryptonite superpowers superhumanstrength aftercreditsstinger savetheday action adventure fantasy sciencefiction christopherreeve marlonbrando margotkidder richarddonner",Superman
814,9327,"eddie murphy stars as shy dr. sherman klump, a kind, brilliant, 'calorifically challenged' genetic professor. when beautiful carla purty joins the university faculty, sherman grows desperate to whittle his 400-pound frame down to size and win her heart. so, with one swig of his experimental fat-reducing serum, sherman becomes 'buddy love', a fast-talking, pumped-up , plumped down don juan. overweight overweightman duringcreditsstinger fantasy comedy romance sciencefiction eddiemurphy jadapinkettsmith jamescoburn tomshadyac",The Nutty Professor
815,8488,"dating coach alex 'hitch' hitchens mentors a bumbling client, albert, who hopes to win the heart of the glamorous allegra cole. while albert makes progress, hitch faces his own romantic setbacks when proven techniques fail to work on sara melas, a tabloid reporter digging for dirt on allegra cole's love life. when sara discovers hitch's connection to albert – now allegra's boyfriend – it threatens to destroy both relationships. speeddate romanticcomedy dating comedy drama romance willsmith evamendes kevinjames andytennant",Hitch
816,10603,"baby george got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. ursula stanhope, us noble woman is saved from death on safari by grown-up george, and he takes her to jungle to live with him. he slowly learns a rules of human relationships, while ursula's lover lyle is looking for her and the one who took her. after they are found, ursula takes george to the usa. africa sanfrancisco gorilla lion feralchild jungle adventure comedy family romance brendanfraser lesliemann thomashadenchurch samweisman",George of the Jungle
817,8273,"with high school a distant memory, jim and michelle are getting married -- and in a hurry, since jim's grandmother is sick and wants to see him walk down the aisle -- prompting stifler to throw the ultimate bachelor party. and jim's dad is reliable as ever, doling out advice no one wants to hear. handcuffs sistersisterrelationship spanner blowjob stagnight wedding comedy romance jasonbiggs alysonhannigan seannwilliamscott jessedylan",American Wedding
818,109424,"the true story of captain richard phillips and the 2009 hijacking by somali pirates of the us-flagged mv maersk alabama, the first american cargo ship to be hijacked in two hundred years. ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargoship shipcaptain shiphijacking somali commandounit action drama thriller tomhanks catherinekeener maxmartini paulgreengrass",Captain Phillips
819,35056,"phil and claire foster fear that their mild-mannered relationship may be falling into a stale rut. during their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves – and now a number of unsavoury characters want phil and claire killed. date corruption taxi expensiverestaurant wifehusbandrelationship gun boat taxidriver document restaurant roof marriedcouple politician stripper shooting thief carcrash stealing mistakenidentity policecorruption aftercreditsstinger duringcreditsstinger comedy tinafey stevecarell markwahlberg shawnlevy",Date Night
820,8839,"furious that her late father only willed her his gloomy-looking mansion rather than his millions, carrigan crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. but when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. determined to get her hands on this hidden fortune, she hires afterlife therapist dr. james harvey to exorcise the ghosts from the mansion. harvey and his daughter kat move in, and soon kat meets casper, the ghost of a young boy who's ""the friendliest ghost you know."" but not so friendly are casper's uncles--stretch, fatso and stinkie--who are determined to drive all ""fleshies"" away. halloween friendship supernatural afterlife friends danger ghost disorder youngheroes imaginary supernaturalability mischievouschildren fantasy comedy family christinaricci billpullman cathymoriarty bradsilberling",Casper
821,156022,"in the equalizer, denzel washington plays mccall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. but when mccall meets teri (chloë grace moretz), a young girl under the control of ultra-violent russian gangsters, he can’t stand idly by – he has to help her. armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, mccall comes out of his self-imposed retirement and finds his desire for justice reawakened. if someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, mccall will help. he is the equalizer. corruption assassin hostage fbi hitman russian securitycamera sadism vigilante sociopath revenge suspense organizedcrime gore gangster violence teenageprostitute commando interrogation surveillance exsoldier fakeddeath loner callgirl blackops handtohandcombat mysteriouspast thriller action crime denzelwashington martoncsokas chloëgracemoretz antoinefuqua",The Equalizer
822,7303,"marisa ventura is a struggling single mom who works at a posh manhattan hotel and dreams of a better life for her and her young son. one fateful day, hotel guest and senatorial candidate christopher marshall meets marisa and mistakes her for a wealthy socialite. after an enchanting evening together, the two fall madly in love. but when marisa's true identity is revealed, issues of class and social status threaten to separate them. can two people from very different worlds overcome their differences and live happily ever after? hotel politician mistakenidentity maid classdifferences singlemother publicrelations maiduniform hotelclerk wealthdifferences comedy drama romance jenniferlopez ralphfiennes natasharichardson waynewang",Maid in Manhattan
823,8963,"on a us nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so. submarine mutiny russia missile nuclearmissile embassy u.s.navy battleforpower torpedo military moraldilemma postcoldwar aircraftcarrier chainofcommand launchcode sonar action thriller drama denzelwashington genehackman mattcraven tonyscott",Crimson Tide
824,1402,"the true story of christopher gardner, who invests heavily in a device known as a 'bone density scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. his wife leaves him, he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son, he's desperate to find a steady job. he takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices. sanfrancisco singleparent homelessperson bus worker homelessness work churchservice badluck biography salesman stockbroker drama willsmith jadensmith thandienewton gabrielemuccino",The Pursuit of Happyness
825,9315,"a claustrophobic, hitchcockian thriller. a bereaved woman and her daughter are flying home from berlin to america. at 30,000 feet the child vanishes and nobody admits she was ever on that plane. berlin lossoffather airplane baby-snatching thriller drama mystery jodiefoster petersarsgaard seanbean robertschwentke",Flightplan
826,8984,"a computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life. employee workplace sexualharassment intrigue drama thriller crime mystery romance michaeldouglas demimoore donaldsutherland barrylevinson",Disclosure
827,795,"when guardian angel seth -- who invisibly watches over the citizens of los angeles -- becomes captivated by maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. the couple embarks on a tender but forbidden romance spanning heaven and earth. suicide angel lifeanddeath desperation operation heaven faith afterlife losangeles interspeciesromance drama fantasy romance nicolascage megryan andrebraugher bradsilberling",City of Angels
828,24,"an assassin is shot at the altar by her ruthless employer, bill and other members of their assassination circle – but 'the bride' lives to plot her vengeance. setting out for some payback, she makes a death list and hunts down those who wronged her, saving bill for last. japan coma martialarts kungfu underworld yakuza sword bride revenge gore femaleyakuza blood wedding samuraisword partanimation action crime umathurman lucyliu vivicaa.fox quentintarantino",Kill Bill: Vol. 1
829,11353,"on the verge of bankruptcy and desperate for his big break, aspiring filmmaker bobby bowfinger concocts a crazy plan to make his ultimate dream movie. rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in hollywood, kit ramsey -- only without letting ramsey know he's in the picture. filmproducer filmdirector moviestudio hollywood filmmaking movieactress comedy stevemartin eddiemurphy heathergraham frankoz",Bowfinger
830,393,"the bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. she visits each of her former associates one-by-one, checking off the victims on her death list five until there's nothing left to do … but kill bill. brotherbrotherrelationship swordplay katana motherrole rageandhate daughter rightandjustice single aftercreditsstinger duringcreditsstinger action crime thriller umathurman davidcarradine darylhannah quentintarantino",Kill Bill: Vol. 2
831,9618,"ray tango and gabriel cash are narcotics detectives who, while both being extremely successful, can't stand each other. crime lord yves perret, furious at the loss of income that tango and cash have caused him, frames the two for murder. caught with the murder weapon on the scene of the crime, the two have no alibi. thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil perret. prisoner warondrugs losangeles action adventure comedy sylvesterstallone kurtrussell terihatcher andreikonchalovsky",Tango & Cash
832,9374,"madeline is married to ernest, who was once arch-rival helen's fiance. after recovering from a mental breakdown, helen vows to kill madeline and steal back ernest. unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot. jealousy beauty immortality rivalry potion drinking fantasy comedy merylstreep brucewillis goldiehawn robertzemeckis",Death Becomes Her
833,8584,"chon wang, a clumsy imperial guard trails princess pei pei when she is kidnapped from the forbidden city and transported to america. wang follows her captors to nevada, where he teams up with an unlikely partner, outcast outlaw roy o'bannon, and tries to spring the princess from her imprisonment. princess sioux travel rescue nativeamerican chinese cowboy duringcreditsstinger 19thcentury adventure action comedy western jackiechan owenwilson lucyliu tomdey",Shanghai Noon
834,2320,"terrorists hijack a 747 inbound to washington d.c., demanding the the release of their imprisoned leader. intelligence expert david grant (kurt russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers. bomb ransom hostage airplane hijacking terrorcell specialunit deception rescue covertoperation disaster shootout terrorism explosion violence surveillance nightvisiongoggles flightattendant intelligenceagent flashback handtohandcombat nervegas action adventure drama thriller kurtrussell stevenseagal halleberry stuartbaird",Executive Decision
835,58224,"jim carrey stars as tom popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. soon tom’s rambunctious roommates turn his swank new york apartment into a snowy winter wonderland — and the rest of his world upside-down. taxi restaurant zoo penguin exhusband littleboy zookeeper doorman ride birdhatching aftercreditsstinger duringcreditsstinger comedy family jimcarrey carlagugino madelinecarroll markwaters",Mr. Popper's Penguins
836,1729,"an american teenager who is obsessed with hong kong cinema and kung-fu classics makes an extraordinary discovery in a chinatown pawnshop: the legendary stick weapon of the chinese sage and warrior, the monkey king. with the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient china to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned monkey king. tempel shaolin teenager urination staff warrior monkeyking action adventure fantasy jackiechan jetli michaelangarano robminkoff",The Forbidden Kingdom
837,175574,"in this irreverent, hilarious, adventurous buddy comedy for audiences of all ages, directed by jimmy hayward (horton hears a who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good. holiday thanksgiving freedom duringcreditsstinger 3d animation comedy family owenwilson woodyharrelson amypoehler jimmyhayward",Free Birds
838,8077,"after escaping with newt and hicks from the alien planet, ripley crash lands on fiorina 161, a prison planet and host to a correctional facility. unfortunately, although newt and hicks do not survive the crash, a more unwelcome visitor does. the prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can. prison android spacecraft spacemarine imprisonment spacecolony spacetravel rottweiler dystopia sequel alien redemption outerspace planet shavedhead crashlanding impregnation penalcolony furnace suspendedanimation xenomorph sciencefiction action horror sigourneyweaver charless.dutton charlesdance davidfincher",Alien³
839,8818,"the hit musical based on the life of evita duarte, a b-movie argentinian actress who eventually became the wife of argentinian president and dictator juan perón, and the most beloved and hated woman in argentina. prostitute deification dancehallhostess perónism argentinepresident risetopower singingnarrator soccerball history drama music madonna antoniobanderas jonathanpryce alanparker",Evita
840,8195,"a briefcase with undisclosed contents – sought by irish terrorists and the russian mob – makes its way into criminals' hands. an irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case. paris france armsdeal audi impostor case violence iceskating computerexpert exkgb preparation hitwithacardoor cellularphonetrace merrygoround action thriller crime adventure robertdeniro jeanreno nataschamcelhone johnfrankenheimer",Ronin
841,10586,"sir robert beaumont is behind schedule on a railroad in africa. enlisting noted engineer john henry patterson to right the ship, beaumont expects results. everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. after several more attacks, patterson calls in famed hunter charles remington, who has finally met his match in the bloodthirsty lions. africa lion bridge basedontruestory kenya animalattack lionattack colonialism swahili adventure michaeldouglas valkilmer tomwilkinson stephenhopkins",The Ghost and the Darkness
842,116149,"a young peruvian bear with a passion for all things british travels to london in search of a home. finding himself lost and alone at paddington station, he begins to realize that city life is not all he had imagined - until he meets the kindly brown family, who read the label around his neck ('please look after this bear. thank you.') and offer him a temporary haven. it looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist... england trainstation basedonnovel bear anthropomorphism talkingtoanimals children'sbook family comedy nicolekidman petercapaldi benwhishaw paulking",Paddington
843,80035,"four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. but when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination. usa sterility castration marriage friendship alien suburb alieninvasion death teenagedaughter neighborhoodwatch creepyneighbor comedy benstiller vincevaughn jonahhill akivaschaffer",The Watch
844,10632,"in the wilderness of british columbia, two hunters are tracked and viciously murdered by aaron hallum. former special operations instructor, l.t. bonham is approached and asked to apprehend hallum, his former student, who has 'gone rogue' after suffering severe battle stress from his time in kosovo. hunter fbi knife balkanwar woods psychopathickiller slaughter survivalist maniac specialforces killingspree combat exsoldier darkpast manhunt goryviolence drama action thriller crime tommyleejones beniciodeltoro connienielsen williamfriedkin",The Hunted
845,12117,"dr. ethan powell, an anthropologist, is in africa studying apes when he is lost for two years. when he is found, he kills 3 men and puts 2 in the hospital. cuba gooding's character is a psychiatrist who wants to take up the task of trying to get dr. powell to speak again and maybe even stand judgment at a trial for his release from prison of mental cases. along the way, cuba has to deal with also helping the mental patients that are being abused and neglected. in this process cuba learns a few things about himself and life, and so does anthony hopkins character, dr. powell. prison gorilla research instinct murder psychologist drama mystery thriller anthonyhopkins cubagoodingjr. donaldsutherland jonturteltaub",Instinct
846,1792,"in martha's vineyard, mass., conjoined twins walt (greg kinnear) and bob tenor (matt damon) make the best of their handicap by being the fastest grill cooks in town. while outgoing walt hopes to one day become a famous actor, shy bob prefers to stay out of the spotlight. when a fading hollywood actress, cher (cher), decides to get her show ""honey and the beaze"" cancelled, she hires walt -- and his brotherly appendage -- as her costars. but their addition surprisingly achieves the opposite. sex dancer martialarts cook stripper love bully hollywood twins flashback freak actor anxiety conjoined siamese comedy mattdamon gregkinnear evamendes bobbyfarrelly",Stuck on You
847,13260,"jackie moon is the owner, promoter, coach, and star player of the flint michigan tropics of the american basketball association (aba). in 1976 before the aba collapses, the national basketball association (nba) plans to merge with the best teams of the aba at the end of the season. only the top four teams will make the move and the worst teams will fold. the tropics are the worst team in the league and if they want to make it to the nba, jackie moon must rally his team and start winning. the only problem is the fact that jackie moon is not really the coach and star basketball player he thinks he is. to keep his team from oblivion and leave his mark in the city, jackie moon must inspire his team to win fourth place in the playoffs. sport basketball flintmichigan nba merger trade garbagecan canon ramp championship deadparent comedy willferrell mauratierney woodyharrelson kentalterman",Semi-Pro
848,72197,"the luxuriantly bearded pirate captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the high seas. with a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the captain has one dream: to beat his bitter rivals black bellamy and cutlass liz to the much coveted pirate of the year award. it’s a quest that takes our heroes from the shores of exotic blood island to the foggy streets of victorian london. along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure! rivalry stopmotion pirate aftercreditsstinger duringcreditsstinger animation adventure family comedy hughgrant brendangleeson jeremypiven peterlord",The Pirates! In an Adventure with Scientists!
849,3580,"christine collins is overjoyed when her kidnapped son is brought back home. but when christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum. corruption mother nudity minister power public government police reunion murder conspiracy losangeles missing motherlove criticism crime drama mystery angelinajolie jeffreydonovan johnmalkovich clinteastwood",Changeling
850,12123,two researchers in a green alternative energy project are put on the run when they are framed for murder and treason. fbi hydrogenbomb secretlab energysupply conspiracy aftercreditsstinger action drama sciencefiction thriller keanureeves morganfreeman rachelweisz andrewdavis,Chain Reaction
851,9566,"when the san francisco giants pay centerfielder bobby rayburn $40 million to lead their team to the world series, no one is happier or more supportive than #1 fan gil renard. so when rayburn becomes mired in the worst slump of his career, the obsessed renard decides to stop at nothing to help his idol regain his former glory... not even murder. sport luck sanfranciscogiants childcustody baseballpitcher baseballfan psychoticfan sportsagent drivingrange steamroom drama mystery thriller robertdeniro wesleysnipes ellenbarkin tonyscott",The Fan
852,9833,"deformed since birth, a bitter man known only as the phantom lives in the sewers underneath the paris opera house. he falls in love with the obscure chorus singer christine, and privately tutors her while terrorizing the rest of the opera house and demanding christine be given lead roles. things get worse when christine meets back up with her childhood acquaintance raoul and the two fall in love dancing obsession auction wheelchair rose productplacement musical remake tragicvillain blackandwhite rooftop heroine disfiguredface basedonstagemusical theater disfigurementmask breakingmirror operasinger 1910s thriller drama romance gerardbutler emmyrossum patrickwilson joelschumacher",The Phantom of the Opera
853,4517,"when queen elizabeth's reign is threatened by ruthless familial betrayal and spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people. england assassination spain virgin colony governance queenelizabethi religiouswar tudors execution middleages catholicism seabattle palaceintrigue drama history romance cateblanchett cliveowen geoffreyrush shekharkapur",Elizabeth: The Golden Age
854,8202,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, bregna, ruled by a congress of scientists. when æon flux, the top operative in the underground 'monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets. martialarts dystopia surrealism basedoncartoon shootout espionage infertility cyberpunk extremeviolence sabotage oneagainstmany womandirector handtohandcombat actionheroine humancloning 25thcentury action sciencefiction charlizetheron martoncsokas jonnyleemiller karynkusama",Æon Flux
855,16072,"the film centers mostly around the personal and professional life of thomas ""stonewall"" jackson, a brilliant if eccentric confederate general, from the outbreak of the american civil war until its halfway point when jackson is killed accidentally by his own soldiers in may 1863 during his greatest victory. war battle unionsoldier confederatesoldier americancivilwar secession drama history war stephenlang jeffdaniels robertduvall ronaldf.maxwell",Gods and Generals
856,34314,"on a flight transporting dangerous convicts, murderer ryan weaver manages to break free and cause complete chaos throughout the plane. as various people on board fall victim to weaver, it is ultimately down to flight attendant teri halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. while halloran struggles to pilot the plane, weaver continues to terrorize the surviving members of the crew. stewardess airplane shootout airmarshal christmas turbulence action thriller crime rayliotta laurenholly brendangleeson robertbutler",Turbulence
857,19724,"a financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await. comedy eddiemurphy thomashadenchurch yarashahidi kareykirkpatrick",Imagine That
858,145220,"while on a grand world tour, the muppets find themselves wrapped into an european jewel-heist caper headed by a kermit the frog look-alike and his dastardly sidekick. musical themuppets comedy adventure crime family rickygervais tyburrell tinafey jamesbobin",Muppets Most Wanted
859,14623,"dangerous missions are the bread and butter of the thunderbirds, a high-tech secret force employed by the government. led by jeff tracy (bill paxton), the thunderbirds are at the top of their game, but their nemesis, the hood (ben kingsley), has landed on their island and is attempting a coup by using the team's rescue vehicles. he'll soon discover that the thunderbirds won't go down. secretorganization basedontvseries goldengatebridge locker oilrig  teenagehero soakedclothes thunderbirds action adventure comedy family fantasy sciencefiction bradycorbet sorenfulton deboraweston jonathanfrakes",Thunderbirds
860,42297,"the burlesque lounge has its best days behind it. tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. with the lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from tess, the good fortune seems to have abandoned the club altogether. meanwhile, the life of ali, a small-town girl from iowa, is about to change dramatically. hired by tess as a waitress at the lounge, ali escapes a hollow past and quickly falls in love with the art of burlesque. backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. things take a dramatic turn though when ali's big voice makes her become the main attraction of the revue musical losangeles burlesque burlesquedancer drama romance cher christinaaguilera ericdane steveantin",Burlesque
861,2841,"in 1919, mathilde was 19 years old. two years earlier, her fiancé manech left for the front at the somme. like millions of others he was ""killed on the field of battle."" it's written in black and white on the official notice. but mathilde refuses to believe it. if manech had died, she would know. she hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. a former sergeant tells her in vain that manech died in the no man's land of a trench named bingo crepescule, in the company of four other men condemned to die for self-inflicted wounds. her path ahead is full of obstacles but mathilde is not frightened. anything is possible to someone who is willing to challenge fate... paris prostitute lossoflover amnesia bodilydisabledperson worldwari wheelchair brittany lighthouse verdun lighthousekeeper teenagecrush disappearance soldier illegalprostitution privatedetective missingperson polio trenches drama audreytautou gaspardulliel dominiquepinon jean-pierrejeunet",A Very Long Engagement
862,802,"humbert humbert is a middle-aged british novelist who is both appalled by and attracted to the vulgarity of american culture. when he comes to stay at the boarding house run by charlotte haze, he soon becomes obsessed with lolita, the woman's teenaged daughter. sexualobsession hotel depression lossofmother smalltown flirt midlifecrisis eroticism youngster lolita motel diary seduction forbiddenlove professorforliterature provocation fascination one-sidedlove widow adoptivefather lossofhusband summercamp secretlove drama romance jamesmason suelyon shelleywinters stanleykubrick",Lolita
863,10375,a disgraced fbi agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of wyoming. but the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy. alcoholism serialkiller hospital policeofficer detox action thriller sylvesterstallone courtneyb.vance tomberenger jimgillespie,D-Tox
864,36586,"a rare mutation has occurred within the vampire community - the reaper. a vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into reapers themselves. blade is asked by the vampire nation for his help in preventing a nightmare plague that would wipe out both humans and vampires. katana mutation vampire silver superhero tragicvillain brokenneck lasersight violence explodingbody blade subjectivecamera torsocutinhalf reaper brokenwrist razorblade shotthroughadoor swordduel burntface fantasy horror action thriller wesleysnipes kriskristofferson ronperlman guillermodeltoro",Blade II
865,11321,an irs agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers. vegetarian taxcollector pianist blind organtransplant bloodtype drama willsmith rosariodawson sarahjanemorris gabrielemuccino,Seven Pounds
866,70074,"after watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy. action crime thriller sylvesterstallone sungkang sarahshahi walterhill",Bullet to the Head
867,242,"in the midst of trying to legitimize his business dealings in 1979 new york and italy, aging mafia don, michael corleone seeks forgiveness for his sins while taking a young protege under his wing. italy christianity newyork assassination italo-american vatican pope confession helicopter daughter lawyer crime drama thriller alpacino dianekeaton andygarcía francisfordcoppola",The Godfather: Part III
868,9621,"drew baylor is fired after causing his shoe company to lose hundreds of millions of dollars. to make matters worse, he's also dumped by his girlfriend. on the verge of ending it all, drew gets a new lease on life when he returns to his family's small kentucky hometown after his father dies. along the way, he meets a flight attendant with whom he falls in love. suicide hotelroom suicideattempt newlove funeral airplane lovers fallinginlove comedy drama romance orlandobloom kirstendunst susansarandon cameroncrowe",Elizabethtown
869,1819,"after standing in as best man for his longtime friend carl petersen, randy dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. but the longer dupree camps out on their couch, the closer he gets to carl's bride, molly, leaving the frustrated groom wondering when his pal will be moving out. roommate loveofone'slife newlywed comedy romance katehudson owenwilson mattdillon anthonyrusso","You, Me and Dupree"
870,8536,"three escaped criminals from the planet krypton test the man of steel's mettle. led by gen. zod, the kryptonians take control of the white house and partner with lex luthor to destroy superman and rule the world. but superman, who attempts to make himself human in order to get closer to lois, realizes he has a responsibility to save the planet. savingtheworld dccomics sequel superhero basedoncomicbook lossofvirginity criminal superpowers phantomzone rocketfiredgrenade crystalmachine superhumanstrength duringcreditsstinger action adventure fantasy sciencefiction genehackman christopherreeve nedbeatty richardlester",Superman II
871,8046,"gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. when plans go awry, gigli's boss sends in ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. but gigli begins falling for the decidedly unavailable ricki, which could be a hazard to his occupation. newyork mentallydisabled kidnapping blackmail missionofmurder lovers lesbian mobster drama benaffleck jenniferlopez justinbartha martinbrest",Gigli
872,1717,the story of an idealist's rise to power in the world of louisiana politics and the corruption that leads to his ultimate downfall. based on the1946 pulitzer prize-winning novel written by robert penn warren. corruption journalist basedonnovel blackmail manipulation bodyguard louisiana scandal power governor politics tragedy mistress aristocrat drama thriller seanpenn judelaw katewinslet stevenzaillian,All the King's Men
873,479,"new york police detective john shaft arrests walter wade jr. for a racially motivated slaying. but the only eyewitness disappears, and wade jumps bail for switzerland. two years later wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness. corruption blackpeople italo-american brothersisterrelationship drugdealer revenge murder violence drug policeofficer xenophobia action adventure crime thriller samuell.jackson jeffreywright christianbale johnsingleton",Shaft
874,9444,"this animated adventure retells the story of the lost daughter of russia's last czar. the evil rasputin places a curse on the romanov family, and anastasia and her grandmother, empress maria, get separated. after growing up in an orphanage, anastasia encounters two russian men seeking a reward offered by empress maria for the return of her granddaughter. the trio travels to paris, where they find that the empress has grown skeptical of imposters. tzar musical russianrevolution trainexplosion foreignlanguageadaptation explodingtrain animation family megryan johncusack christopherlloyd garygoldman",Anastasia
875,824,"a celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous parisian nightclub, at the cusp of the 20th century. a young poet, who is plunged into the heady world of moulin rouge, begins a passionate affair with the club's most notorious and beautiful star. duke musical writer'sblock music terminalillness writer noopeningcredits moulinrouge bohemian toulouselautrec redcurtain cancandance latraviata orpheusandeurydice dancehall drama music romance nicolekidman ewanmcgregor johnleguizamo bazluhrmann",Moulin Rouge!
876,11456,a divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be. menace adoption dangerous adoptivefather threattodeath stepfather murder divorce ex-wife child murderhunt mystery thriller crime johntravolta vincevaughn teripolo haroldbecker,Domestic Disturbance
877,261023,"the true story of whitey bulger, the brother of a state senator and the most infamous violent criminal in the history of south boston, who became an fbi informant to take down a mafia family invading his turf. boston basedontruestory organizedcrime crime drama johnnydepp joeledgerton benedictcumberbatch scottcooper",Black Mass
878,3683,"there were five marines and one navy corpsman photographed raising the u.s. flag on mt. suribachi by joe rosenthal on february 23, 1945. this is the story of three of the six surviving servicemen – john 'doc' bradley, pvt. rene gagnon and pvt. ira hayes, who fought in the battle to take iwo jima from the japanese. worldwarii dyinganddeath pacific iwojima aftercreditsstinger duringcreditsstinger war drama history ryanphillippe adambeach jessebradford clinteastwood",Flags of Our Fathers
879,22803,a frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. he targets not only the killer but also the district attorney and others involved in the deal. tattoo secretpassage baseballbat deal explosion justice districtattorney courtroom vigilantism drama crime thriller jamiefoxx gerardbutler colmmeaney f.garygray,Law Abiding Citizen
880,285923,two full length feature horror movies written by quentin tarantino and robert rodriguez put together as a two film feature. including fake movie trailers in between both movies. exploitation slasher zombie killer thriller action horror kurtrussell zoëbell rosariodawson robertrodriguez,Grindhouse
881,39437,"after paul d. finds his old slave friend sethe in ohio and moves in with her and her daughter denver, a strange girl comes along by the name of ""beloved"". sethe and denver take her in and then strange things start to happen... drama thriller oprahwinfrey dannyglover thandienewton jonathandemme",Beloved
882,1950,a professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the world series of poker while simultaneously earning the affections of a beautiful las vegas singer. poker sport lasvegas drama romance ericbana drewbarrymore robertduvall curtishanson,Lucky You
883,640,"a true story about frank abagnale jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a pan am pilot, doctor, and legal prosecutor. an fbi agent makes it his mission to put him behind bars. but frank not only eludes capture, he revels in the pursuit. conman biography fbiagent overheadcamerashot attemptedjailbreak engagementparty mislaidtrust bankfraud inspiredbyatruestory drama crime leonardodicaprio tomhanks christopherwalken stevenspielberg",Catch Me If You Can
